caller_method_id,callee_method_id,callee_symbol,is_internal,edge_kind,confidence,resolution_reason,callsite_file,callsite_line
113d167ec0a82a35a608cce3699ebb0aedb30f7e,,config.get_main_option,False,external,MEDIUM,ambiguous_or_external,backend/alembic/env.py,28
113d167ec0a82a35a608cce3699ebb0aedb30f7e,,context.configure,False,external,MEDIUM,ambiguous_or_external,backend/alembic/env.py,29
113d167ec0a82a35a608cce3699ebb0aedb30f7e,,context.begin_transaction,False,external,MEDIUM,ambiguous_or_external,backend/alembic/env.py,36
113d167ec0a82a35a608cce3699ebb0aedb30f7e,,context.run_migrations,False,external,MEDIUM,ambiguous_or_external,backend/alembic/env.py,37
2d533cbc613555ba1a5aef4275809f02716d5191,,context.configure,False,external,MEDIUM,ambiguous_or_external,backend/alembic/env.py,41
2d533cbc613555ba1a5aef4275809f02716d5191,,context.begin_transaction,False,external,MEDIUM,ambiguous_or_external,backend/alembic/env.py,43
2d533cbc613555ba1a5aef4275809f02716d5191,,context.run_migrations,False,external,MEDIUM,ambiguous_or_external,backend/alembic/env.py,44
df9dc919a457f7c3e6d91303c7a19d482ed8959f,,async_engine_from_config,False,external,MEDIUM,ambiguous_or_external,backend/alembic/env.py,49
df9dc919a457f7c3e6d91303c7a19d482ed8959f,,config.get_section,False,external,MEDIUM,ambiguous_or_external,backend/alembic/env.py,50
df9dc919a457f7c3e6d91303c7a19d482ed8959f,,connectable.connect,False,external,MEDIUM,ambiguous_or_external,backend/alembic/env.py,55
df9dc919a457f7c3e6d91303c7a19d482ed8959f,,connection.run_sync,False,external,MEDIUM,ambiguous_or_external,backend/alembic/env.py,56
df9dc919a457f7c3e6d91303c7a19d482ed8959f,,connectable.dispose,False,external,MEDIUM,ambiguous_or_external,backend/alembic/env.py,58
67ff3ff06740cad31ad9314c6061b85a48d8babc,,asyncio.run,False,external,MEDIUM,ambiguous_or_external,backend/alembic/env.py,63
67ff3ff06740cad31ad9314c6061b85a48d8babc,df9dc919a457f7c3e6d91303c7a19d482ed8959f,,True,static,MEDIUM,unique_name_match,backend/alembic/env.py,63
9381e066235165b5a3614a075517bb8b27f067ae,,op.get_bind,False,external,MEDIUM,ambiguous_or_external,backend/alembic/versions/0001_iter1_extensions.py,21
9381e066235165b5a3614a075517bb8b27f067ae,,sa.inspect,False,external,MEDIUM,ambiguous_or_external,backend/alembic/versions/0001_iter1_extensions.py,22
